timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2020-05-05,276.8400,277.8500,273.3000,273.9800,273.6154,3925400,0.0000,1.0000
2020-05-04,265.5000,270.0700,263.0100,269.2600,268.9016,3747000,0.0000,1.0000
2020-05-01,268.7000,273.9900,267.2100,268.7400,268.3823,5066000,0.0000,1.0000
2020-04-30,278.4300,281.6300,273.4100,274.9700,274.6040,5887700,0.0000,1.0000
2020-04-29,278.4500,285.0000,276.2600,283.6900,283.3124,8500100,0.0000,1.0000
2020-04-28,270.4000,272.6500,262.9600,264.6000,264.2478,4341400,0.0000,1.0000
2020-04-27,260.2200,265.7200,259.5100,265.1200,264.7672,4099300,0.0000,1.0000
2020-04-24,258.4300,259.8300,252.8300,258.7600,258.4156,3824200,0.0000,1.0000
2020-04-23,259.3900,262.4200,255.2700,255.8600,255.5195,4267000,0.0000,1.0000
2020-04-22,251.4600,258.6000,251.0000,256.9100,256.5681,5082000,0.0000,1.0000
2020-04-21,246.6500,249.3900,244.1000,245.3500,245.0235,5962700,0.0000,1.0000
2020-04-20,254.5100,256.6300,249.6700,251.7300,251.3950,6036700,0.0000,1.0000
2020-04-17,258.2500,260.7000,251.5100,259.9700,259.6240,10406600,0.0000,1.0000
2020-04-16,258.3900,258.3900,244.7100,246.7600,246.4316,11401100,0.0000,1.0000
2020-04-15,260.5100,262.9500,255.6200,257.1400,256.7978,10231700,0.0000,1.0000
2020-04-14,269.8800,275.6400,269.2000,270.7200,270.3597,6352200,0.0000,1.0000
2020-04-13,268.2000,268.7000,255.7500,263.3400,262.9895,7109600,0.0000,1.0000
2020-04-09,275.1300,276.0000,267.7200,269.4000,269.0415,6661200,0.0000,1.0000
2020-04-08,262.5100,271.8800,258.9100,270.9500,270.5894,5686600,0.4000,1.0000
2020-04-07,281.6100,282.8700,258.4800,259.0800,258.3538,8622300,0.0000,1.0000
2020-04-06,252.0000,267.1100,250.0100,265.9400,265.1946,8630300,0.0000,1.0000
2020-04-03,236.9800,239.8800,230.3100,237.0300,236.3656,4160900,0.0000,1.0000
2020-04-02,228.3900,239.3700,227.3500,238.8800,238.2104,6444200,0.0000,1.0000
2020-04-01,230.9400,237.1000,227.1000,228.6100,227.9692,6639000,0.0000,1.0000
2020-03-31,252.4600,253.4200,241.0800,241.5600,240.8829,10367000,0.0000,1.0000
2020-03-30,245.8500,254.2500,244.6500,253.2500,252.5401,5764200,0.0000,1.0000
2020-03-27,250.2400,256.0700,244.7000,247.6500,246.9558,7816700,0.0000,1.0000
2020-03-26,257.9000,265.8100,252.6200,263.1800,262.4423,9956400,0.0000,1.0000
2020-03-25,247.9000,266.3000,240.3600,256.4800,255.7611,12640700,0.0000,1.0000
2020-03-24,215.9200,238.4400,215.0000,237.0700,236.4055,11646900,0.0000,1.0000
2020-03-23,203.2800,215.6800,199.9900,203.3000,202.7301,11583400,0.0000,1.0000
2020-03-20,236.0200,236.0200,210.0000,211.4200,210.8274,10497400,0.0000,1.0000
2020-03-19,224.0100,238.5000,211.5500,227.1500,226.5133,9122800,0.0000,1.0000
2020-03-18,222.3400,229.1000,213.2200,227.9300,227.2911,11288400,0.0000,1.0000
2020-03-17,240.4800,250.5000,231.9600,237.8800,237.2132,12655900,0.0000,1.0000
2020-03-16,234.4900,257.7300,229.2600,235.6500,234.9895,12104100,0.0000,1.0000
2020-03-13,258.7800,270.0300,245.5000,270.0100,269.2532,9929300,0.0000,1.0000
2020-03-12,244.5300,262.4900,240.9300,241.5000,240.8231,14879000,0.0000,1.0000
2020-03-11,272.9500,274.0400,263.3100,269.7600,269.0039,8362800,0.0000,1.0000
2020-03-10,276.4200,280.8700,262.8600,280.5700,279.7836,8126900,0.0000,1.0000
2020-03-09,265.0000,279.2400,261.1800,262.0100,261.2756,8489100,0.0000,1.0000
2020-03-06,282.6900,288.8500,278.6200,287.0100,286.2055,7056400,0.0000,1.0000
2020-03-05,295.7100,298.7100,288.2400,290.7300,289.9151,6617900,0.0000,1.0000
2020-03-04,299.1100,302.8000,292.7500,302.3600,301.5125,6458600,0.0000,1.0000
2020-03-03,314.5900,314.5900,290.8300,292.0000,291.1815,8045100,0.0000,1.0000
2020-03-02,298.8900,306.9600,289.4400,306.7400,305.8802,9683300,0.0000,1.0000
2020-02-28,274.8900,290.3900,273.5500,290.2500,289.4364,12845400,0.0000,1.0000
2020-02-27,285.0300,297.4500,280.9400,285.8200,285.0188,13805400,0.0000,1.0000
2020-02-26,302.0000,307.8900,297.8900,298.0400,297.2046,9402700,0.0000,1.0000
2020-02-25,321.3400,323.2300,300.7600,302.8900,302.0410,12704000,0.0000,1.0000
2020-02-24,317.5100,329.3400,313.8400,324.6700,323.7599,7784200,0.0000,1.0000
2020-02-21,342.5500,343.8900,335.6100,339.7000,338.7478,4997000,0.0000,1.0000
2020-02-20,345.7400,347.2500,338.1700,344.4500,343.4845,4310600,0.0000,1.0000
2020-02-19,343.9900,347.2400,342.6300,344.5600,343.5942,3040300,0.0000,1.0000
2020-02-18,341.6200,343.1000,340.3900,341.2400,340.2835,3596900,0.0000,1.0000
2020-02-14,337.4600,341.0400,337.0300,340.9500,339.9943,2713900,0.0000,1.0000
2020-02-13,332.3100,337.8300,332.1300,335.8400,334.8986,3001000,0.0000,1.0000
2020-02-12,330.8200,334.4500,329.2200,334.1600,333.2233,2447300,0.0000,1.0000
2020-02-11,335.0000,335.5200,329.6600,330.9200,329.9924,3449300,0.0000,1.0000
2020-02-10,325.6200,330.2800,325.5100,330.2800,329.3542,3846700,0.0000,1.0000
2020-02-07,328.0000,329.8500,325.8700,327.0000,326.0834,2582900,0.0000,1.0000
2020-02-06,329.3200,331.2300,327.6800,329.3000,328.3770,3422000,0.0000,1.0000
2020-02-05,335.0000,335.0000,324.1700,328.3200,327.3997,3867300,0.0000,1.0000
2020-02-04,328.2400,331.7400,326.2900,329.1200,328.1975,4157500,0.0000,1.0000
2020-02-03,318.8000,325.4800,318.4300,324.5200,323.6104,4237600,0.0000,1.0000
2020-01-31,323.1400,324.4600,314.5000,315.9400,315.0544,5585500,0.0000,1.0000
2020-01-30,319.0000,324.7000,318.0100,324.4600,323.5505,3511300,0.0000,1.0000
2020-01-29,323.0000,324.4400,316.7700,320.3200,319.4221,4392000,0.0000,1.0000
2020-01-28,315.8000,321.5200,315.4600,320.2700,319.3723,3479600,0.0000,1.0000
2020-01-27,315.1000,319.3600,312.5000,315.7700,314.8849,4364100,0.0000,1.0000
2020-01-24,326.5700,327.0900,321.6600,323.6700,322.7627,3633400,0.0000,1.0000
2020-01-23,325.0000,325.2500,322.3200,324.9800,324.0691,4188300,0.0000,1.0000
2020-01-22,324.9500,326.7900,324.1200,324.3100,323.4009,3516700,0.0000,1.0000
2020-01-21,322.4100,325.6600,321.4900,321.9300,321.0276,5996600,0.0000,1.0000
2020-01-17,321.4300,324.0300,319.2400,323.6600,322.7528,4819600,0.0000,1.0000
2020-01-16,317.5000,320.3300,314.9900,320.3000,319.4022,3322500,0.0000,1.0000
2020-01-15,312.1900,315.7300,311.0400,314.2500,313.3691,4661900,0.0000,1.0000
2020-01-14,316.1800,316.4200,309.8600,310.6400,309.7693,4951100,0.0000,1.0000
2020-01-13,313.2600,315.6400,312.9000,315.2100,314.3265,3236300,0.0000,1.0000
2020-01-10,311.5800,311.9500,308.7400,311.1700,310.2978,2948000,0.0000,1.0000
2020-01-09,308.2800,310.9400,308.0200,309.1000,308.2336,3292600,0.0000,1.0000
2020-01-08,300.7800,306.9500,300.5100,305.1000,304.2448,3224300,0.4000,1.0000
2020-01-07,301.7400,303.3800,299.8800,300.2100,298.9765,3188100,0.0000,1.0000
2020-01-06,297.3600,301.3300,296.0200,301.2300,299.9923,3306100,0.0000,1.0000
2020-01-03,299.4600,302.4200,298.6000,300.4300,299.1956,2501300,0.0000,1.0000
2020-01-02,300.4600,303.5300,299.5000,303.3900,302.1435,3272300,0.0000,1.0000
2019-12-31,296.1000,298.9300,295.7700,298.5900,297.3632,2478600,0.0000,1.0000
2019-12-30,300.8300,301.0500,295.2800,297.7200,296.4968,2717500,0.0000,1.0000
2019-12-27,300.0000,301.5300,298.1800,300.7400,299.5043,2042600,0.0000,1.0000
2019-12-26,298.1100,299.3700,297.8000,299.2000,297.9707,1369200,0.0000,1.0000
2019-12-24,297.9600,298.3100,296.6000,297.4800,296.2577,641100,0.0000,1.0000
2019-12-23,298.7400,299.8300,297.1000,297.2700,296.0486,3590500,0.0000,1.0000
2019-12-20,300.5500,300.5500,296.8100,298.5700,297.3433,5099300,0.0000,1.0000
2019-12-19,294.4900,298.1800,294.1100,297.5300,296.3075,2536900,0.0000,1.0000
2019-12-18,295.2000,297.3000,294.7400,294.7400,293.5290,2900600,0.0000,1.0000
2019-12-17,298.5000,298.5000,293.7700,296.0000,294.7838,3354500,0.0000,1.0000
2019-12-16,298.1100,299.4800,296.8600,296.9600,295.7399,4210700,0.0000,1.0000
2019-12-13,290.7900,296.5300,289.8000,296.0900,294.8735,3565200,0.0000,1.0000
2019-12-12,289.9000,292.7500,288.2700,292.2100,291.0094,2746400,0.0000,1.0000
2019-12-11,289.7600,290.3200,288.1100,290.0500,288.8583,2276700,0.0000,1.0000
2019-12-10,289.0000,290.1700,287.7100,288.6100,287.4242,2514300,0.0000,1.0000
2019-12-09,289.1900,290.9600,288.2600,289.0600,287.8723,1902800,0.0000,1.0000
2019-12-06,292.3100,292.5000,289.6800,290.4000,289.2068,2425200,0.0000,1.0000
2019-12-05,287.9500,290.9500,286.4000,289.8500,288.6591,2580300,0.0000,1.0000
2019-12-04,288.5000,289.6200,286.1200,286.8400,285.6615,2743200,0.0000,1.0000
2019-12-03,282.2000,287.6000,281.5000,287.0900,285.9104,3052300,0.0000,1.0000
2019-12-02,290.5900,290.7500,283.8900,286.4700,285.2930,3062300,0.0000,1.0000
2019-11-29,290.2300,293.0000,290.2300,292.2300,291.0293,1754400,0.0000,1.0000
2019-11-27,289.0300,292.0000,288.9100,291.7000,290.5015,2163200,0.0000,1.0000
2019-11-26,288.5000,290.6500,287.8200,289.3800,288.1910,5715800,0.0000,1.0000
2019-11-25,284.0000,288.9900,283.7000,287.6100,286.4283,3760200,0.0000,1.0000
2019-11-22,284.8300,285.3600,281.2100,282.5700,281.4090,2967300,0.0000,1.0000
2019-11-21,284.6000,286.5200,283.5900,284.4500,283.2813,2777000,0.0000,1.0000
2019-11-20,285.0000,287.7300,282.8600,285.3800,284.2075,2903900,0.0000,1.0000
2019-11-19,281.5200,286.5800,280.9400,285.3100,284.1377,3013800,0.0000,1.0000
2019-11-18,280.0000,281.7700,278.4000,280.8600,279.7060,2715600,0.0000,1.0000
2019-11-15,280.6400,280.9000,278.1300,280.7800,279.6264,2544200,0.0000,1.0000
2019-11-14,277.4500,279.6300,276.7000,279.6300,278.4811,2365900,0.0000,1.0000
2019-11-13,276.5100,280.4600,275.0000,278.0700,276.9275,3332000,0.0000,1.0000
2019-11-12,277.6000,279.5000,275.7700,277.1400,276.0013,2217200,0.0000,1.0000
2019-11-11,273.0800,277.1300,273.0600,277.0000,275.8619,2132600,0.0000,1.0000
2019-11-08,271.7000,274.9500,271.7000,274.8900,273.7606,2240500,0.0000,1.0000
2019-11-07,270.0200,275.0800,269.8600,272.7900,271.6692,4277800,0.0000,1.0000
2019-11-06,270.3000,271.6700,268.8800,269.8600,268.7512,3741800,0.0000,1.0000
2019-11-05,276.5000,276.9500,268.4200,269.0000,267.8948,4714200,0.0000,1.0000
2019-11-04,280.6400,282.2400,275.8100,276.3300,275.1946,3724500,0.0000,1.0000
2019-11-01,279.0000,280.3900,276.1200,279.0500,277.9035,2879800,0.0000,1.0000
2019-10-31,276.3800,279.0900,275.0600,276.8100,275.6727,5355600,0.0000,1.0000
2019-10-30,274.6400,277.4700,273.0000,277.1500,276.0113,3482600,0.0000,1.0000
2019-10-29,277.6000,278.2900,273.0800,274.2900,273.1630,4705000,0.0000,1.0000
2019-10-28,273.2600,275.9300,271.3700,275.9300,274.7963,3786800,0.0000,1.0000
2019-10-25,266.2600,272.1800,265.5600,270.1900,269.0799,2757600,0.0000,1.0000
2019-10-24,263.5600,269.3300,263.5600,268.7500,267.6458,3823300,0.0000,1.0000
2019-10-23,262.6800,264.1900,258.5100,260.8500,259.7782,5386400,0.0000,1.0000
2019-10-22,274.9000,275.3500,261.0100,261.2600,260.1866,5641300,0.0000,1.0000
2019-10-21,271.9300,274.3600,269.5000,274.3000,273.1730,3098900,0.0000,1.0000
2019-10-18,275.2400,276.6800,269.9000,270.6300,269.5181,4052200,0.0000,1.0000
2019-10-17,279.3500,280.4400,275.9300,276.5100,275.3739,2440100,0.0000,1.0000
2019-10-16,277.1000,279.0300,274.8000,278.2700,277.1267,2729700,0.0000,1.0000
2019-10-15,277.2100,279.9600,275.9600,278.5600,277.4155,3006800,0.0000,1.0000
2019-10-14,277.5600,278.5600,275.5600,276.3800,275.2444,2045900,0.0000,1.0000
2019-10-11,276.2000,280.0000,275.1200,275.9100,274.7764,3507300,0.0000,1.0000
2019-10-10,271.5600,274.7100,271.2600,273.8300,272.7049,2227500,0.0000,1.0000
2019-10-09,269.9600,273.1400,269.5000,272.2400,271.1214,2176400,0.0000,1.0000
2019-10-08,269.8200,271.0800,266.5900,267.0700,265.9727,2826700,0.3300,1.0000
2019-10-07,271.3100,273.5000,270.4100,272.1900,270.7371,2873500,0.0000,1.0000
2019-10-04,269.5100,274.4800,269.1600,274.0600,272.5971,2689100,0.0000,1.0000
2019-10-03,264.2500,268.5400,260.4100,268.2900,266.8579,3954000,0.0000,1.0000
2019-10-02,268.1600,268.9400,262.5200,264.4800,263.0683,4636400,0.0000,1.0000
2019-10-01,271.4900,273.6500,270.0400,270.9400,269.4938,3070900,0.0000,1.0000
2019-09-30,270.9900,272.0700,269.3200,271.5700,270.1204,3260800,0.0000,1.0000
2019-09-27,275.3900,275.6300,267.6900,269.1300,267.6935,3237300,0.0000,1.0000
2019-09-26,273.2300,275.4400,272.6300,273.8900,272.4280,2934300,0.0000,1.0000
2019-09-25,270.2500,272.9900,266.6100,272.7500,271.2941,4102100,0.0000,1.0000
2019-09-24,275.6300,277.4400,269.0600,271.1200,269.6728,4122700,0.0000,1.0000
2019-09-23,270.3000,273.7400,270.0000,273.1500,271.6920,3106300,0.0000,1.0000
2019-09-20,277.7900,278.5900,270.9100,271.1700,269.7226,5575200,0.0000,1.0000
2019-09-19,275.9600,278.1500,274.8500,275.9100,274.4373,2625700,0.0000,1.0000
2019-09-18,276.7700,276.8500,270.4400,275.1000,273.6316,2983400,0.0000,1.0000
2019-09-17,274.5500,278.6300,273.9500,276.2500,274.7755,2950700,0.0000,1.0000
2019-09-16,273.4700,275.7600,272.7100,274.0800,272.6170,2753200,0.0000,1.0000
2019-09-13,277.9900,278.1500,273.0400,276.3200,274.8451,4630900,0.0000,1.0000
2019-09-12,273.3900,278.7700,273.1900,276.4000,274.9246,5497200,0.0000,1.0000
2019-09-11,274.9200,276.0000,269.2000,269.9500,268.5091,6336900,0.0000,1.0000
2019-09-10,281.3400,281.5000,270.3400,272.3300,270.8764,8680300,0.0000,1.0000
2019-09-09,293.4900,293.6900,280.1000,283.3600,281.8475,4794200,0.0000,1.0000
2019-09-06,291.9400,293.0700,290.0500,291.3800,289.8247,2782800,0.0000,1.0000
2019-09-05,290.2900,293.4600,289.6000,292.0800,290.5210,3808300,0.0000,1.0000
2019-09-04,282.7700,286.2100,282.1500,286.1000,284.5729,2631000,0.0000,1.0000
2019-09-03,279.9900,282.8400,278.5000,280.1100,278.6148,2350800,0.0000,1.0000
2019-08-30,282.5900,282.9600,278.7300,281.3700,279.8681,2600300,0.0000,1.0000
2019-08-29,281.0000,281.9800,278.8800,281.3800,279.8781,2297900,0.0000,1.0000
2019-08-28,275.2300,278.6500,273.3700,278.2400,276.7548,2306900,0.0000,1.0000
2019-08-27,276.7400,279.0900,274.9100,276.6400,275.1634,2170200,0.0000,1.0000
2019-08-26,274.8800,276.4300,272.9800,276.4300,274.9545,2185000,0.0000,1.0000
2019-08-23,280.0000,282.0900,270.2100,271.8900,270.4387,4417800,0.0000,1.0000
2019-08-22,282.1100,282.8900,276.7600,280.7700,279.2713,2976000,0.0000,1.0000
2019-08-21,279.6400,282.1000,279.2900,282.0100,280.5047,2492800,0.0000,1.0000
2019-08-20,278.4000,279.5600,275.8500,277.0400,275.5612,2583700,0.0000,1.0000
2019-08-19,277.0000,278.5700,275.2100,278.0700,276.5857,2502600,0.0000,1.0000
2019-08-16,274.9800,275.9600,273.7900,274.3600,272.8955,2718100,0.0000,1.0000
2019-08-15,269.2800,273.1500,268.0900,271.8900,270.4387,3364300,0.0000,1.0000
2019-08-14,269.8200,272.4700,265.8500,267.1500,265.7240,3750300,0.0000,1.0000
2019-08-13,269.8300,275.3700,268.0000,274.5300,273.0646,3926400,0.0000,1.0000
2019-08-12,272.8500,274.9800,268.8900,270.0000,268.5588,3861400,0.0000,1.0000
2019-08-09,275.5100,276.9000,273.0800,274.9500,273.4824,3410500,0.0000,1.0000
2019-08-08,272.0000,278.0800,271.6000,278.0400,276.5559,4135500,0.0000,1.0000
2019-08-07,263.4000,270.0000,260.2500,269.3100,267.8725,4476000,0.0000,1.0000
2019-08-06,261.8000,265.1500,260.1800,264.6800,263.2672,4918500,0.0000,1.0000
2019-08-05,260.0000,262.6500,253.9000,256.8400,255.4691,6861300,0.0000,1.0000
2019-08-02,272.0000,272.5000,265.6800,269.4500,268.0117,4438000,0.0000,1.0000
2019-08-01,273.9300,279.3100,271.6400,274.1600,272.6966,4988100,0.0000,1.0000
2019-07-31,278.6700,278.9800,265.6900,272.2700,270.8167,5513100,0.0000,1.0000
2019-07-30,279.3400,282.3700,275.4500,278.1600,276.6753,3961000,0.0000,1.0000
2019-07-29,283.1200,283.3300,280.4300,281.4400,279.9377,3677600,0.0000,1.0000
2019-07-26,280.6000,282.2900,280.0800,282.0700,280.5644,2942400,0.0000,1.0000
2019-07-25,280.0000,280.9000,277.5500,279.3500,277.8589,2312300,0.0000,1.0000
2019-07-24,278.1700,280.3000,276.3800,280.2500,278.7541,2805200,0.0000,1.0000
2019-07-23,280.0000,280.4200,276.9000,278.9700,277.4809,2275400,0.0000,1.0000
2019-07-22,276.9100,279.3600,276.0700,278.6100,277.1229,2093000,0.0000,1.0000
2019-07-19,279.4300,279.4800,275.4200,275.6000,274.1289,3048200,0.0000,1.0000
2019-07-18,275.0000,277.2500,274.7400,276.7800,275.3026,3242100,0.0000,1.0000
2019-07-17,277.3900,278.4700,275.2700,275.2800,273.8106,2319300,0.0000,1.0000
2019-07-16,279.0000,280.6300,275.3100,276.6200,275.1435,2976000,0.0000,1.0000
2019-07-15,280.4600,280.5900,278.5500,279.3700,277.8788,3349500,0.0000,1.0000
2019-07-12,279.2400,279.7400,276.2600,279.5400,278.0479,2300000,0.0000,1.0000
2019-07-11,277.6000,278.6500,276.0800,278.3200,276.8344,2583900,0.0000,1.0000
2019-07-10,274.1700,277.1000,274.1500,275.3800,273.9101,2323000,0.0000,1.0000
2019-07-09,269.8200,273.6500,269.5000,273.3400,271.8810,2477600,0.0000,1.0000
2019-07-08,270.1000,272.0700,269.4600,271.2300,269.7822,2291800,0.3300,1.0000
2019-07-05,271.5000,272.7700,269.0900,272.1400,270.3584,2561000,0.0000,1.0000
2019-07-03,271.0000,273.0800,270.7800,273.0800,271.2923,1896800,0.0000,1.0000
2019-07-02,266.8800,270.6000,266.4300,270.5700,268.7987,2649600,0.0000,1.0000
2019-07-01,269.9900,269.9900,264.8700,266.7700,265.0236,2649200,0.0000,1.0000
2019-06-28,263.0900,264.8400,261.3300,264.5300,262.7983,4401000,0.0000,1.0000
2019-06-27,262.4400,263.5800,260.4000,261.1000,259.3907,2186900,0.0000,1.0000
2019-06-26,260.8800,262.6500,259.9900,261.3000,259.5894,3869400,0.0000,1.0000
2019-06-25,266.0400,266.3100,259.1200,259.7300,258.0297,3138000,0.0000,1.0000
2019-06-24,265.8500,267.1000,265.1300,265.3000,263.5632,2538200,0.0000,1.0000
